Initial Clause,Final Clause,Status
,"A obrigação de devolução e/ou destruição disposta na Cláusula 7.1 não será aplicável na medida em que a manutenção das Informações Confidenciais seja exigida por determinação legal, regulatória e/ou de compliance, ou quando a destruição não for possível devido a arquivamento eletrônico não destruível e/ou backups automáticos da Parte Receptora, sendo que, neste caso, a Parte Receptora ficará obrigada a manter a confidencialidade sobre as Informações Confidenciais, nos termos aqui previstos.",added
,"Na hipótese de a Parte Receptora não possuir mais interesse na análise da Operação e no recebimento das Informações Confidenciais, esta poderá notificar a Parte Divulgadora por escrito, a fim de suspender a divulgação de Informações Confidenciais pela Parte Divulgadora à Parte Receptora.",added
ACORDO DE CONFIDENCIALIDADE,ACORDO DE CONFIDENCIALIDADE,equal
TERMOS DEFINIDOS,TERMOS DEFINIDOS,equal
Neste Acordo:,Neste Acordo:,equal
"“Afiliada” significa, em relação a uma Parte, qualquer outra entidade jurídica que seja, de tempos em tempos, uma subsidiária ou holding dessa entidade, uma subsidiária ou holding de qualquer dessas holdings;","“Afiliada” significa, em relação a uma Parte, qualquer outra entidade jurídica que, na data deste Acordo ou a qualquer momento após a data deste Acordo, seja Controlada por, seja Controladora da, ou esteja sob Controle ou influência significativa comum, direta ou indiretamente, com tal Parte, sendo que para fins deste Acordo, os termos “Controlada”, “Controladora” e “Controle” têm o significado que lhes é atribuído pelo artigo 116 da Lei nº 6.404/76; bem como significa (ii) qualquer fundo de investimento que seja gerido com poderes discricionários de investimento pela respectiva Parte; e qualquer outro fundo de investimento que seja gerido por uma Afiliada da Parte, desde que em ambos os casos tenha poderes discricionários de investimento;",changed
Informação Confidencial significa:,“Informação Confidencial” significa:,changed
"Qualquer informação ou dados de natureza sensível e/ou confidencial (incluindo quaisquer dados pessoais no sentido de qualquer lei aplicável), em qualquer forma e por qualquer meio, referentes ao Provedor e a quaisquer Afiliadas, bem como aos seus respectivos negócios (incluindo funcionários, clientes e fornecedores) que sejam divulgados ou disponibilizados direta ou indiretamente ao Destinatário, quer seja na data deste Acordo ou após ela, e independentemente de estar marcada ou classificada como “Confidencial” (ou similar), ou que razoavelmente possa ser considerada confidencial nas circunstâncias relevantes, incluindo a identidade das terceiras partes que participarão da Transação Potencial, seus empregadores ou as empresas para as quais trabalham ou prestam serviços, o propósito da Transação Potencial ou qualquer outro aspecto desse evento, inclusive o fato de que a Transação Potencial está sendo conduzida;","Qualquer informação ou dados de natureza confidencial, em qualquer forma e por qualquer meio transmitidos, referentes à Parte Reveladora, às suas Afiliadas e aos seus respectivos negócios (incluindo funcionários, clientes e fornecedores), que estejam relacionados à Potencial Transação e que sejam divulgados pela Parte Reveladora à Parte Receptora, quer seja na data deste Acordo ou após ela, e independentemente de estarem marcados ou classificados como “confidencial” (ou similar), incluindo a identidade de terceiros que participarão da Potencial Transação, seus empregadores ou as empresas para as quais trabalham ou prestam serviços, o propósito da Potencial Transação ou qualquer outro aspecto desse evento, inclusive o fato de que a Potencial Transação está sendo conduzida; e",changed
informações contidas em um pedido de patente pendente e não publicado do Provedor;,,deleted
"notas, revisões, análises, relatórios e quaisquer outras informações derivadas de qualquer uma das informações descritas nesta definição; e","Notas, revisões, análises, relatórios e quaisquer outras informações que contenham qualquer uma das informações descritas no item “a” desta definição.",changed
know-how e segredos comerciais.,,deleted
"“Representante” significa, em relação a uma Parte, uma Afiliada dessa Parte e qualquer funcionário, diretor, funcionário, consultor, agente ou subcontratado agindo em nome de tal Parte ou de sua Afiliada.","“Representante” significa, em relação a uma Parte, os sócios, administradores, diretores, gerentes, membros de conselhos ou comitês ou de quaisquer órgãos consultivos, representantes, dirigentes, procuradores, empregados, subcontratados ou consultores (incluindo, sem qualquer limitação, advogados, contadores, consultores financeiros, auditores, etc.), presentes ou futuros, pessoas físicas ou jurídicas, da Parte e/ou de uma Afiliada da Parte, sendo certo que, para os fins deste Acordo, apenas serão considerados Representantes aqueles que efetivamente recebam ou forneçam acesso à Informação Confidencial e/ou que estejam diretamente envolvidos na análise da Potencial Transação.",changed
OBRIGAÇÕES DE CONFIDENCIALIDADE,OBRIGAÇÕES DE CONFIDENCIALIDADE,equal
Nada neste Acordo impõe qualquer obrigação ao Provedor de divulgar qualquer informação ao Destinatário ou exige que uma Parte celebre um acordo futuro de qualquer tipo. O Provedor se reserva todos os direitos sobre suas Informações Confidenciais.,Nada neste Acordo impõe qualquer obrigação à Parte Reveladora de divulgar qualquer Informação Confidencial à Parte Receptora ou exige que uma Parte celebre um acordo futuro de qualquer tipo. A Parte Reveladora se reserva todos os direitos sobre suas Informações Confidenciais.,changed
O destinatário compromete-se sempre a:,A Parte Receptora compromete-se sempre a:,changed
"2.2.1.	manter sigilo absoluto e confidencialidade das Informações Confidenciais e não usar, copiar ou divulgar, direta ou indiretamente, autorizar ou permitir o uso, copiando ou divulgando as mesmas, ou qualquer parte delas para qualquer finalidade, a menos que expressamente autorizado por escrito pelo Provedor;","2.2.1.	manter sigilo e confidencialidade, nos termos deste Acordo, sobre as Informações Confidenciais divulgadas pela Parte Reveladora no âmbito deste Acordo e não usar, copiar ou divulgar, autorizar ou permitir o uso de qualquer parte de tais informações para qualquer outra finalidade além do previsto na Cláusula 2.1 acima, a menos que expressamente autorizado por este Acordo e/ou por escrito pela Parte Reveladora;",changed
"2.2.2.	em conexão com a Transação Potencial e, se instruído pelo Provedor, se comunicar apenas com os Representantes do Provedor que o Provedor nomeie por escrito;","2.2.2.	em conexão com a Potencial Transação , se comunicar apenas com os Representantes da Parte Reveladora que a Parte Reveladora indique por escrito à Parte Receptora;",changed
"2.2.3.	não divulgar ou disponibilizar as Informações Confidenciais a quaisquer terceiros, incluindo Representantes do Destinatário ou qualquer outra pessoa, exceto quando expressamente autorizado por escrito pelo Provedor (seja um indivíduo ou uma empresa); e",2.2.3.	exigir que seus Representantes mantenham a confidencialidade das Informações Confidenciais com o mesmo grau de cuidado com que manteriam a confidencialidade de suas próprias informações confidenciais.,changed
2.2.4.	exigir que seus Representantes mantenham a confidencialidade das Informações Confidenciais com o mesmo grau de cuidado com que manteriam a confidencialidade de suas próprias informações confidenciais.,2.2.3.	exigir que seus Representantes mantenham a confidencialidade das Informações Confidenciais com o mesmo grau de cuidado com que manteriam a confidencialidade de suas próprias informações confidenciais.,equal
"Toda a Informação Confidencial será considerada propriedade do Provedor e do Destinatário, e seus Representantes deverão se comprometer a prontamente devolver ou destruir qualquer informação confidencial recebida do Provedor mediante solicitação deste, desde que o Destinatário possa manter qualquer peça de Informação Confidencial que seja obrigado a manter de acordo com as leis aplicáveis ou políticas internas.","Toda a Informação Confidencial será considerada propriedade da Parte Reveladora. Se a Parte Reveladora assim o exigir mediante notificação escrita à Parte Receptora, a Parte Receptora deverá prontamente devolver ou destruir qualquer Informação Confidencial recebida da Parte Reveladora. A obrigação de que trata esta cláusula não será aplicável na medida em que a manutenção das Informações Confidenciais seja exigida por determinação legal, regulatória e/ou de compliance, ou quando a destruição não for possível devido a arquivamento eletrônico não destruível e/ou backups automáticos da Parte Receptora, sendo que, neste caso, a Parte Receptora ficará obrigada a manter a confidencialidade sobre as Informações Confidenciais, nos termos aqui previstos.",changed
